practice_participation,yahoo_id,weight,dl_trading_id,news_updated,hashtag,position,search_full_name,number,depth_chart_order,team,injury_body_part,full_name,stats_id,search_first_name,high_school,swish_id,pandascore_id,last_name,first_name,fantasy_data_id,college,rotowire_id,injury_status,search_rank,sport,depth_chart_position,status,metadata,years_exp,practice_description,fantasy_positions,rotoworld_id,espn_id,active,age,gsis_id,birth_state,player_id,birth_country,birth_date,oddsjam_id,injury_start_date,search_last_name,sportradar_id,birth_city,injury_notes,height
,30914.0,200,,,#jordanwesterkamp-NFL-FA-0,WR,jordanwesterkamp,0.0,,,,Jordan Westerkamp,651878.0,jordan,Montini Catholic (IL),,,Westerkamp,Jordan,19698.0,Nebraska,12320.0,,9999999.0,nfl,,Active,,5.0,,WR,,2974334.0,True,27.0,,,4787,,1994-06-23,,,westerkamp,e7db6483-9f69-4574-aed9-a36f1329d9e5,,,72
,31700.0,245,,1534639510426.0,#zacholstad-NFL-FA-36,RB,zacholstad,36.0,,,,Zach Olstad,1116601.0,zach,Fillmore Central,,,Olstad,Zach,20616.0,Winona State,13327.0,,9999999.0,nfl,,Inactive,,4.0,,RB,,4339829.0,True,28.0,,,5697,,1993-12-06,,,olstad,50828eca-6954-47f9-8610-3bf7b7ff5e2b,,,71
,,206,,1661878223913.0,#demontretuggle-NFL-FA-0,RB,demontretuggle,0.0,,,,De'Montre Tuggle,,demontre,Channelview (TX),1174038.0,,Tuggle,De'Montre,,Ohio,16462.0,,446.0,nfl,,Active,{'years_exp_shift': '1'},1.0,,RB,,,True,23.0,,,8721,,1999-03-29,,,tuggle,b4be3630-cfa9-11ec-a024-8f80a1cdd928,,,68
,29307.0,210,,1705113022977.0,#kenyandrake-NFL-FA-32,RB,kenyandrake,32.0,,,,Kenyan Drake,694588.0,kenyan,Hillgrove (GA),694588.0,,Drake,Kenyan,18003.0,Alabama,11002.0,,575.0,nfl,,Active,{'rookie_year': '2016'},8.0,,RB,11263.0,2979843.0,True,29.0,00-0033118,,3242,,1994-01-26,9BAD2A445FA7,,drake,a0b93053-d349-4dd1-a840-24577102699b,,,73
,29387.0,208,,1641276961310.0,#wendellsmallwood-NFL-WAS-38,RB,wendellsmallwood,38.0,,WAS,,Wendell Smallwood,728035.0,wendell,Eastern Christian Academy (MD),728035.0,,Smallwood,Wendell,18070.0,West Virginia,10806.0,,334.0,nfl,,Active,{'injury_override_regular_2020_5': 'Active'},6.0,,RB,11451.0,3042429.0,True,27.0,00-0032782,,3309,,1994-01-20,,,smallwood,c7d0a740-fcf2-4971-b1b6-43761d984bf9,,,70
,30097.0,205,,,#darylvirgies-NFL-FA-0,RB,darylvirgies,0.0,,,,Daryl Virgies,,daryl,Trenton Central (NJ),,,Virgies,Daryl,18835.0,Virginia-Lynchburg,11729.0,,9999999.0,nfl,,Active,,5.0,,RB,,,True,29.0,,,4917,,1993-01-05,,,virgies,4715105f-88a0-4b8e-98ac-8ccf7e512f27,,,
,32364.0,236,,1691877048594.0,#johnlovett-NFL-FA-46,QB,johnlovett,46.0,,,Undisclosed,John Lovett,832213.0,john,DeMatha Catholic (MD),832213.0,,Lovett,John,21156.0,Princeton,14184.0,Questionable,9999999.0,nfl,,Active,,4.0,,RB,,3118906.0,True,27.0, 00-0035161,,6231,,1996-04-25,,,lovett,fbaa74ff-f6d3-4bbc-bdc1-12aae7fae484,,,74
,,,,,#tylerrutenbeck-NFL-FA-0,WR,tylerrutenbeck,0.0,,,,Tyler Rutenbeck,870442.0,tyler,,,,Rutenbeck,Tyler,17378.0,,,,9999999.0,nfl,,Inactive,,,,WR,,,False,,,,2910,,,,,rutenbeck,4f65dfb7-29a4-45dd-9b7d-95fd51132dbb,,,
,,204,,1704508260979.0,#kennymcintosh-NFL-SEA-25,RB,kennymcintosh,25.0,4.0,SEA,Thumb,Kenny McIntosh,,kenny,University School (FL),1172050.0,,McIntosh,Kenny,,Georgia,17002.0,Questionable,542.0,nfl,RB,Active,{'rookie_year': '2023'},1.0,,RB,,,True,24.0,,,10216,,2000-03-03,38E8C0B4D8CF,,mcintosh,9956eabc-16da-4a1c-ab80-fe0910bcaa12,,,72
,,220,,,#nickwilliams-NFL-FA-86,WR,nickwilliams,86.0,,,,Nick Williams,,nick,Cherry Creek (CO),,,Williams,Nick,,UNLV,,,472.0,nfl,,Active,,1.0,,WR,,,True,,,,11530,,,,,williams,28295740-0883-11ee-97b1-bf337c4e77c6,,,76
,32551.0,258,,1704767740105.0,#mattsokol-NFL-NE-87,TE,mattsokol,87.0,,NE,,Matt Sokol,824177.0,matt,Adams (MI),824177.0,,Sokol,Matt,21158.0,Michigan State,13686.0,,512.0,nfl,,Active,{'rookie_year': '2019'},5.0,,TE,,3121378.0,True,28.0, 00-0035436,,6233,,1995-11-09,FAE7C4A9DA7E,,sokol,21a33144-63ee-4125-ac44-3fc911a39d50,,,77
,8277.0,222,,1558032615659.0,#dwaynebowe-NFL-FA-80,WR,dwaynebowe,80.0,,,,Dwayne Bowe,225224.0,dwayne,Norland (FL),,,Bowe,Dwayne,7203.0,Louisiana State,5278.0,,9999999.0,nfl,,Inactive,,13.0,,WR,4184.0,10467.0,False,35.0,,,286,,1984-09-21,,,bowe,2e35b163-2fef-4659-b9d8-5916dbe06179,,,"6'2"""
,24097.0,225,,,#mikekafka-NFL-FA-3,QB,mikekafka,3.0,,,,Mike Kafka,285059.0,mike,,,,Kafka,Mike,11323.0,Northwestern,,,9999999.0,nfl,,Inactive,,4.0,,QB,5855.0,13397.0,False,31.0,,,586,,1987-07-25,,,kafka,853c2e4e-7363-4f00-93dd-a9f514407225,,,"6'3"""
,8332.0,200,,,#jamesjones-NFL-FA-89,WR,jamesjones,89.0,,,,James Jones,218298.0,james,Gunderson (CA),,,Jones,James,6302.0,San Jose State,5391.0,,9999999.0,nfl,,Inactive,,13.0,,WR,4242.0,10522.0,False,36.0,,,253,,1984-03-31,,,jones,b5584569-4a6d-4739-a810-eec2b5edeea4,,,"6'1"""
,,197,,1668555355564.0,#kevinkassis-NFL-FA-0,WR,kevinkassis,0.0,,,,Kevin Kassis,,kevin,Oak Ridge (CA),946360.0,,Kassis,Kevin,,Montana State,16487.0,,9999999.0,nfl,,Active,{'years_exp_shift': '1'},2.0,,WR,,,True,25.0,,,8876,,1997-09-19,,,kassis,d82fc6a0-d473-11ec-8be1-059b7cb3dc59,,,72
,30082.0,208,,,#blakesims-NFL-FA-25,QB,blakesims,25.0,,,,Blake Sims,557175.0,blake,Gainesville (GA),,,Sims,Blake,18790.0,Alabama,10181.0,,9999999.0,nfl,,Active,,5.0,,QB,,2515957.0,True,30.0,,,3957,,1992-01-03,,,sims,40d0e8a7-ca2f-4ea3-8122-948ac7737453,,,72
,32803.0,251,,1710189903815.0,#colbyparkinson-NFL-LAR-86,TE,colbyparkinson,86.0,,LAR,,Colby Parkinson,,colby,Oaks Christian (CA),1060312.0,,Parkinson,Colby,21807.0,Stanford,14463.0,,289.0,nfl,TE,Active,{'rookie_year': '2020'},4.0,,TE,,4242557.0,True,25.0,,,6865,,1999-01-08,570514936B0A,,parkinson,1ea7affb-e5e7-491a-aaa3-55e200b2eb48,,,79
,,195,,1697577630327.0,#malikflowers-NFL-FA-19,WR,malikflowers,19.0,,,,Malik Flowers,,malik,A.B. Miller (CA),1061795.0,,Flowers,Malik,,Montana,17486.0,,277.0,nfl,,Active,{'rookie_year': '2023'},1.0,,WR,,,True,24.0,,,11192,,1999-06-23,F23EDF713AD5,,flowers,e032f0a0-e900-11ed-938d-0d67804b975f,,,75
,25767.0,240,,1571264455252.0,#brockosweiler-NFL-FA-80,QB,brockosweiler,80.0,,,,Brock Osweiler,496553.0,brock,Flathead (MT),,,Osweiler,Brock,14053.0,Arizona State,8033.0,,9999999.0,nfl,,Injured Reserve,,10.0,,QB,7450.0,14879.0,False,31.0,00-0029682,,1126,,1990-11-22,,,osweiler,0847010c-9a77-4f0b-9d63-c8b4b224d263,,,79
,,,,,#playerinvalid-NFL-FA,RB,playerinvalid,,,,,Player Invalid,,player,,,,Invalid,Player,,,,,,nfl,,Inactive,,0.0,,RB,,,False,,,,8231,,,,,invalid,,,,
,29202.0,240,,,#anthonyezeakunne-NFL-FA-89,TE,anthonyezeakunne,89.0,,,,Anthony Ezeakunne,888078.0,anthony,,,,Ezeakunne,Anthony,17466.0,Chapman,,,9999999.0,nfl,,Inactive,,0.0,,TE,,,False,,,,2971,,,,,ezeakunne,,,,"6'4"""
,,195,,,#xavierwhite-NFL-IND,WR,xavierwhite,,,IND,,Xavier White,,xavier,,,,White,Xavier,,Texas Tech,,,9999999.0,nfl,,Active,{'rookie_year': ''},0.0,,WR,,,True,,,,12189,,,,,white,9f9a5400-07d3-11ef-b02a-f752bf34291a,,,72
,29918.0,183,,,#derekkeaton-NFL-FA-18,WR,derekkeaton,18.0,,,,Derek Keaton,,derek,,,,Keaton,Derek,18484.0,Georgia Southern,11659.0,,9999999.0,nfl,,Inactive,,0.0,,WR,,,False,24.0,,,3684,,1994-04-10,,,keaton,,,,"5'10"""
,28428.0,237,,1545423915118.0,#dorialgreenbeckham-NFL-FA-18,WR,dorialgreenbeckham,18.0,,,,Dorial Green-Beckham,689897.0,dorial,Hillcrest (MO),,,Green-Beckham,Dorial,16801.0,Missouri,10035.0,,9999999.0,nfl,,Inactive,,5.0,,WR,10395.0,2971433.0,False,27.0,00-0032218,,2345,,1993-04-12,,,greenbeckham,5a6b3b96-6785-4eb3-99b3-c51a96b9fb4d,,,"6'5"""
,27567.0,196,,1636498531560.0,#marqiselee-NFL-FA-13,WR,marqiselee,13.0,,,,Marqise Lee,599006.0,marqise,Junipero Serra (CA),,,Lee,Marqise,16258.0,Southern California,9453.0,,795.0,nfl,,Inactive,{'injury_override_regular_2020_5': 'COV'},8.0,,WR,9402.0,16787.0,True,30.0,00-0031431,,1987,,1991-11-25,,,lee,4c3c6b63-aa1f-4452-9d1d-662073f06142,,,72
,28417.0,185,,1704759338241.0,#phillipdorsett-NFL-DEN-4,WR,phillipdorsett,4.0,7.0,DEN,,Phillip Dorsett,596417.0,phillip,St. Thomas Aquinas (FL),596417.0,,Dorsett,Phillip,16790.0,Miami (FL),10208.0,,9999999.0,nfl,SWR,Active,{'rookie_year': '2015'},9.0,,WR,10381.0,2579604.0,True,31.0,00-0032208,,2334,,1993-01-05,B18E30C5C56A,,dorsett,c682e8ea-fe48-45d2-af60-682a6125ab22,,,70
,,225,,1686000047730.0,#cjjohnson-NFL-FA-82,WR,cjjohnson,82.0,,,,C.J. Johnson,,cj,D.H. Conley (NC),1172798.0,,Johnson,C.J.,,East Carolina,17086.0,,669.0,nfl,,Active,{'source_id': '7683e36a-5357-43e0-ac7b-e821ae145d70'},1.0,,WR,,,True,22.0,,,9759,,2000-11-04,,,johnson,3a00b600-ea03-11ed-8d34-41182339b277,,,73
,33095.0,209,,1661648159915.0,#aaronparker-NFL-FA-21,WR,aaronparker,21.0,,,,Aaron Parker,,aaron,Gwynn Park (MD),924598.0,,Parker,Aaron,21969.0,Rhode Island,14642.0,,457.0,nfl,,Active,,2.0,,WR,,4032749.0,True,24.0,,,7091,,1998-05-21,,,parker,08df3736-14f2-465e-af74-cdcdebe19a66,,,74
,29857.0,253,,1542777332034.0,#ryanmalleck-NFL-FA-82,TE,ryanmalleck,82.0,,,,Ryan Malleck,601609.0,ryan,Point Pleasant Borough (NJ),,,Malleck,Ryan,18272.0,Virginia Tech,11124.0,,9999999.0,nfl,,Inactive,,6.0,,TE,11545.0,2577892.0,False,28.0,00-0032650,,3506,,1993-07-22,,,malleck,0b6d4047-2c3d-4727-8cd9-0ec66178c7a7,,,77
,9372.0,200,,,#brianhartline-NFL-FA-83,WR,brianhartline,83.0,,,,Brian Hartline,296910.0,brian,GlenOak (OH),,,Hartline,Brian,8330.0,Ohio State,6114.0,,9999999.0,nfl,,Inactive,,11.0,,WR,5191.0,12568.0,False,33.0,,,339,,1986-11-22,,,hartline,24a6423a-0c3f-4cfb-b25a-fc05c04c9f7f,,,"6'2"""
,30758.0,209,,,#skylerhoward-NFL-SEA-0,QB,skylerhoward,0.0,,SEA,,Skyler Howard,823069.0,skyler,,,,Howard,Skyler,19574.0,West Virginia,,,9999999.0,nfl,,Active,,1.0,,QB,,,True,23.0,,,4936,,1994-11-06,,,howard,,,,"5'11"""
,29038.0,180,,1629761455179.0,#dariusjennings-NFL-FA-86,WR,dariusjennings,86.0,,,,Darius Jennings,605784.0,darius,Gilman School (MD),,,Jennings,Darius,17070.0,Virginia,10718.0,,913.0,nfl,,Active,,7.0,,WR,,2577808.0,True,29.0,00-0031972,,2602,,1992-06-28,,,jennings,865d8df9-06ec-40c3-8c71-637f9fd0bcbf,,,70
,31347.0,182,,1661285131638.0,#christianblake-NFL-FA-39,WR,christianblake,39.0,,,,Christian Blake,837503.0,christian,Cardinal Gibbons (FL),837503.0,,Blake,Christian,20224.0,Northern Illinois,13083.0,,9999999.0,nfl,,Active,,4.0,,WR,,3126002.0,True,26.0,00-0034132,,5241,,1996-06-08,,,blake,d90a2ae8-cbd6-40cd-a545-3501c93c0822,,,73
,,185,,1715107804977.0,#tyquanthornton-NFL-NE-11,WR,tyquanthornton,11.0,3.0,NE,,Tyquan Thornton,,tyquan,Booker T. Washington (FL),1110301.0,,Thornton,Tyquan,,Baylor,15831.0,,332.0,nfl,LWR,Active,{'rookie_year': '2022'},2.0,,WR,,,True,23.0,,,8188,,2000-09-07,5678AD8CF517,,thornton,74cda487-2026-42e0-ae32-77f3502cfb11,,,74
,30360.0,195,,1564341612771.0,#malachidupre-NFL-FA-8,WR,malachidupre,8.0,,,,Malachi Dupre,822012.0,malachi,John Curtis Christian (LA),,,Dupre,Malachi,19089.0,Louisiana State,11854.0,,9999999.0,nfl,,Inactive,,5.0,,WR,12336.0,3115366.0,False,26.0,00-0033305,,4243,,1995-10-12,,,dupre,e0a27785-ab78-4d51-8a8e-8fb9896956fd,,,74
,,247,,1714238437444.0,#cadestover-NFL-HOU,TE,cadestover,,,HOU,,Cade Stover,,cade,Lexington (OH),1175182.0,,Stover,Cade,,Ohio State,17794.0,,296.0,nfl,,Active,{'rookie_year': '2024'},0.0,,TE,,,True,23.0,,,11599,,2000-06-12,54048CAE6A00,,stover,559d5222-0403-4a14-94c7-c7bd5072c939,,,76
,31083.0,206,,1700592919473.0,#daeseanhamilton-NFL-FA-87,WR,daeseanhamilton,87.0,,,,DaeSean Hamilton,748755.0,daesean,Mountain View (VA),748755.0,,Hamilton,DaeSean,19916.0,Penn State,12654.0,,9999999.0,nfl,,Active,{'injury_override_regular_2020_5': 'COV'},4.0,,WR,13174.0,3057987.0,True,27.0,00-0034370,,4998,,1995-03-10,,,hamilton,ccd5239f-e8ba-484c-acf5-af0bd9f6dadc,,,73
,,188,,1705541103823.0,#terrellbynum-NFL-IND-13,WR,terrellbynum,13.0,,IND,,Terrell Bynum,,terrell,St. John Bosco (CA),1049250.0,,Bynum,Terrell,,USC,17423.0,,9999999.0,nfl,SWR,Active,{'rookie_year': '2023'},1.0,,WR,,,True,25.0,,,11115,,1998-08-03,97FE148DDC76,,bynum,22bcc3a0-e78b-11ed-ace7-9394322a6842,,,72
,,239,,,#evanrodriguez-NFL-FA-48,TE,evanrodriguez,48.0,,,,Evan Rodriguez,405003.0,evan,,,,Rodriguez,Evan,14193.0,Temple,,,9999999.0,nfl,,Inactive,,3.0,,TE,,15000.0,False,29.0,,,1152,,1988-09-21,,,rodriguez,fa68cd74-e645-4935-95f7-9dee35239853,,,"6'1"""
,28832.0,201,,1521174601778.0,#terronward-NFL-FA-28,RB,terronward,28.0,,,,Terron Ward,590686.0,terron,De La Salle HS (CA),,,Ward,Terron,17089.0,Oregon State,10596.0,,9999999.0,nfl,,Inactive,,5.0,,RB,,2577023.0,False,28.0,,,2621,,1992-02-15,,,ward,003f8716-bc1a-4328-9a98-80ed932eb4e5,,,"5'7"""
,,229,,1703034057314.0,#calebhuntley-NFL-FA-42,RB,calebhuntley,42.0,,,,Caleb Huntley,,caleb,Locust Grove (GA),1058693.0,,Huntley,Caleb,,Ball State,15239.0,,9999999.0,nfl,,Active,,2.0,,RB,,,True,24.0,,,7741,,1998-09-15,,,huntley,77921652-c664-4511-91c7-77027bbb2647,,,70
,,235,,1701886847950.0,#rodneywilliams-NFL-PIT-87,TE,rodneywilliams,87.0,4.0,PIT,,Rodney Williams,,rodney,Germantown (TN),948705.0,,Williams,Rodney,,Tennessee-Martin,16480.0,,524.0,nfl,TE,Active,{'rookie_year': '2022'},2.0,,TE,,,True,26.0,,,8757,,1998-04-08,7407ECA2B59C,,williams,e480b9d0-d254-11ec-b16e-cf7159baf83d,,,76
,30863.0,176,,,#mitchellpaige-NFL-FA-83,WR,mitchellpaige,83.0,,,,Mitchell Paige,696104.0,mitchell,Guerin Catholic (IN),,,Paige,Mitchell,19638.0,Indiana,12258.0,,9999999.0,nfl,,Active,,5.0,,WR,,2979495.0,True,28.0,,,4727,,1993-07-19,,,paige,0d48f293-b85e-46f7-9c43-7fd0779105ca,,,67
,29722.0,216,,1575217211492.0,#joecallahan-NFL-FA-2,QB,joecallahan,2.0,,,,Joe Callahan,617316.0,joe,Holy Spirit (NJ),,,Callahan,Joe,18525.0,Wesley,11441.0,,9999999.0,nfl,,Inactive,,6.0,,QB,,3078660.0,False,28.0,00-0032630,,3717,,1993-06-04,,,callahan,c67e52b1-0801-4a6c-802c-32cdc78bb7c9,,,73
,25144.0,206,,,#michaelpreston-NFL-FA-14,WR,michaelpreston,14.0,,,,Michael Preston,580909.0,michael,,,,Preston,Michael,14806.0,Heidelberg - OH,,,9999999.0,nfl,,Inactive,,3.0,,WR,,14610.0,False,28.0,,,1313,,1989-06-01,,,preston,8ec84057-a244-491c-8f5e-36252a8ca70e,,,"6'5"""
